id,region,religion,full.time,sexual.orientation,income,hispanic,race.household,ballot,SES,childhood.income,race,sex,hours.worked.last.week,self.employed,marital.status,num.kids,age,education,education.pa,education.ma,education.spouse,family.income,hispanic.yn
2311,W. sou. central,Protestant,Full-time,Heterosexual or straight,11115,"Mexican, mexican american, chicano/a",White,Ballot b,45.1,Below average,White,Male,NA,Someone else,Never married,2,57,14,10,Not applicable,Not applicable,$40000 to 49999,No
2314,W. sou. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,77.4,Average,White,Male,NA,Someone else,Married,3,64,20,18,16,18,$130000 to $149999,Yes
2315,W. sou. central,Protestant,Full-time,Not applicable,164382.0376,"Mexican, mexican american, chicano/a",White,Ballot a,32,Below average,White,Male,NA,Self-employed,Married,1,44,11,Not applicable,6,11,$170000 or over,No
2316,W. sou. central,Other,Not applicable,Not applicable,0,Not hispanic,White,Ballot b,-1,Above average,White,Female,NA,Someone else,Divorced,0,57,15,Not applicable,14,Not applicable,$10000 to 12499,Yes
2317,W. sou. central,Protestant,Part-time,Not applicable,9945,Not hispanic,White,Ballot a,35.8,Average,White,Female,41,Someone else,Married,0,25,14,12,12,16,$50000 to 59999,Yes
2318,Mountain,Catholic,Full-time,Heterosexual or straight,21060,Not hispanic,White,Ballot c,65.3,Average,White,Male,40,Someone else,Never married,2,30,16,12,12,Not applicable,$50000 to 59999,Yes
2319,Mountain,Protestant,Full-time,Heterosexual or straight,25740,Spanish,White,Ballot b,43,Below average,Other,Female,40,Someone else,Divorced,0,58,14,12,8,Not applicable,$50000 to 59999,No
2321,Mountain,Protestant,Full-time,Heterosexual or straight,15210,Not hispanic,White,Ballot b,20.1,Average,White,Female,40,Someone else,Never married,0,28,14,18,16,Not applicable,$30000 to 34999,Yes
2322,Mountain,Native american,Full-time,Not applicable,21060,Not hispanic,"Other, mixed",Ballot a,25.2,Far below average,White,Male,45,Someone else,Married,3,51,12,0,12,12,$75000 to $89999,Yes
2323,Mountain,None,Full-time,Not applicable,21060,Not hispanic,White,Ballot a,84,Below average,White,Male,50,Someone else,Married,0,35,16,15,14,15,$90000 to $109999,Yes
2325,Mountain,Protestant,Not applicable,Heterosexual or straight,234,Not hispanic,Black,Ballot c,82.4,Below average,Black,Female,NA,Someone else,Never married,0,25,16,16,12,Not applicable,Under $1 000,Yes
2326,Mountain,Protestant,Full-time,Not applicable,31590,Not hispanic,White,Ballot a,61.4,Below average,White,Female,78,Someone else,Never married,0,59,19,12,12,Not applicable,$60000 to 74999,Yes
2327,Mountain,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot b,37.2,Average,White,Female,NA,Someone else,Never married,0,55,12,12,12,Not applicable,$6 000 to 6 999,Yes
2329,Mountain,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,Black,Ballot c,13.6,Below average,Black,Female,NA,Someone else,Divorced,5,55,8,12,Not applicable,Not applicable,$10000 to 12499,Yes
2332,Mountain,Protestant,Not applicable,Not applicable,234,Not hispanic,White,Ballot b,84.2,Above average,Other,Female,NA,Someone else,Divorced,1,65,15,12,12,Not applicable,$75000 to $89999,Yes
2333,Mountain,Catholic,Full-time,Not applicable,0,Puerto rican,Black,Ballot a,77.4,Above average,Black,Male,32,Someone else,Widowed,3,61,16,14,16,Not applicable,$40000 to 49999,No
2334,Mountain,Protestant,Full-time,Heterosexual or straight,2106,"Mexican, mexican american, chicano/a",White,Ballot c,19.6,Below average,Other,Female,70,Someone else,Never married,1,26,9,0,16,Not applicable,$4 000 to 4 999,No
2335,Mountain,Catholic,Full-time,Heterosexual or straight,17550,Spanish,"Other, mixed",Ballot c,50.3,Above average,White,Female,NA,Someone else,Divorced,1,57,12,7,Not applicable,Not applicable,$35000 to 39999,No
2336,Mountain,None,Part-time,Heterosexual or straight,25740,Not hispanic,White,Ballot b,84.2,Average,White,Female,24,Someone else,Married,1,31,17,14,16,10,$110000 to $129999,Yes
2337,Mountain,None,Full-time,Not applicable,38610,Not hispanic,White,Ballot a,67.7,Above average,White,Male,55,Someone else,Married,1,38,16,17,Not applicable,15,$130000 to $149999,Yes
2338,Mountain,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,32,Average,White,Male,NA,Someone else,Divorced,2,51,11,Not applicable,12,Not applicable,$35000 to 39999,Yes
2340,Mountain,Protestant,Full-time,Not applicable,21060,Not hispanic,"Other, mixed",Ballot b,71.4,Above average,White,Male,40,Someone else,Divorced,0,55,18,8,10,Not applicable,$40000 to 49999,Yes
2341,Mountain,Orthodox-christian,Full-time,Not applicable,21060,Not hispanic,"Other, mixed",Ballot a,43,Above average,White,Female,32,Someone else,Divorced,0,46,20,10,10,Not applicable,$40000 to 49999,Yes
2343,Mountain,None,Not applicable,Not applicable,1638,Not hispanic,Black,Ballot b,23.3,Far below average,Black,Male,NA,Someone else,Never married,4,53,14,Not applicable,18,Not applicable,$22500 to 24999,Yes
2344,Mountain,Other,Full-time,Not applicable,4212,Not hispanic,White,Ballot a,13.6,Below average,White,Male,43,Someone else,Separated,1,31,12,16,16,Not applicable,$12500 to 14999,Yes
2345,Mountain,Catholic,Full-time,Heterosexual or straight,56160,Not hispanic,White,Ballot c,24,Average,White,Male,50,Self-employed,Divorced,2,53,12,13,12,Not applicable,$110000 to $129999,Yes
2347,Mountain,None,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,61.4,Average,White,Female,NA,Self-employed,Never married,0,63,20,NA,Not applicable,Not applicable,$20000 to 22499,Yes
2348,Mountain,Protestant,Full-time,Heterosexual or straight,56160,Not hispanic,White,Ballot b,79.4,Average,White,Male,68,Someone else,Married,2,38,18,16,16,16,$110000 to $129999,Yes
2349,Mountain,Protestant,Full-time,Not applicable,46800,Not hispanic,White,Ballot a,68.6,Below average,White,Male,45,Someone else,Married,2,44,18,12,12,18,$130000 to $149999,Yes
2350,Mountain,Catholic,Part-time,Heterosexual or straight,936,Not hispanic,White,Ballot b,39.7,Below average,White,Female,8,Someone else,Married,4,54,14,10,12,19,$150000 to $169999,Yes
2352,Mountain,Protestant,Full-time,Heterosexual or straight,17550,Not hispanic,White,Ballot b,70.3,Average,White,Female,50,Someone else,Divorced,2,52,16,15,14,Not applicable,$110000 to $129999,Yes
2353,Mountain,Protestant,Part-time,Heterosexual or straight,9945,Not hispanic,"Other, mixed",Ballot c,68.6,Far below average,Other,Female,32,Someone else,Married,3,54,16,Not applicable,0,16,$90000 to $109999,Yes
2354,Mountain,Protestant,Full-time,Heterosexual or straight,25740,Not hispanic,White,Ballot b,75.5,Above average,White,Female,45,Someone else,Divorced,2,43,19,15,14,Not applicable,$50000 to 59999,Yes
2355,Mountain,Protestant,Full-time,Not applicable,46800,Not hispanic,White,Ballot a,74.8,Average,White,Male,NA,Someone else,Never married,0,31,16,20,18,Not applicable,$90000 to $109999,Yes
2356,Mountain,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,38.8,Above average,White,Female,20,Someone else,Married,2,48,12,16,13,16,$60000 to 74999,Yes
2358,Mountain,Protestant,Full-time,Heterosexual or straight,31590,Not hispanic,White,Ballot b,76.7,Below average,White,Female,35,Someone else,Divorced,3,50,16,16,Not applicable,Not applicable,$60000 to 74999,Yes
2359,Mountain,None,Not applicable,Not applicable,0,Not hispanic,White,Ballot a,49.6,Average,White,Female,NA,Someone else,Married,3,58,16,16,14,18,$130000 to $149999,Yes
2360,Mountain,Catholic,Full-time,Heterosexual or straight,21060,Not hispanic,White,Ballot c,38.1,Average,White,Female,65,Someone else,Divorced,3,50,18,18,16,Not applicable,$50000 to 59999,Yes
2361,Mountain,None,Full-time,Heterosexual or straight,31590,Not hispanic,White,Ballot c,76.3,Average,White,Female,40,Someone else,Divorced,3,62,18,20,14,Not applicable,$150000 to $169999,Yes
2362,Mountain,Protestant,Full-time,Heterosexual or straight,164382.0376,Not hispanic,White,Ballot b,68,Above average,White,Male,45,Self-employed,Married,1,60,16,12,12,14,$170000 or over,Yes
2364,Mountain,None,Full-time,Heterosexual or straight,25740,Not hispanic,White,Ballot c,60.5,Average,White,Female,40,Someone else,Married,0,30,16,Not applicable,18,12,$75000 to $89999,Yes
2365,Mountain,None,Not applicable,Not applicable,0,Not hispanic,White,Ballot a,37.6,Below average,White,Male,NA,Someone else,Divorced,2,35,9,Not applicable,10,Not applicable,$10000 to 12499,Yes
2367,Mountain,Protestant,Not applicable,Heterosexual or straight,0,"Mexican, mexican american, chicano/a","Other, mixed",Ballot b,20.7,Far below average,Other,Male,NA,Someone else,Married,2,60,6,Not applicable,0,19,$90000 to $109999,No
2368,Mountain,None,Full-time,Not applicable,65520,Not hispanic,"Other, mixed",Ballot a,73.9,Above average,White,Female,40,Someone else,Married,2,36,18,16,18,11,$150000 to $169999,Yes
2369,Mountain,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,Black,Ballot c,35.8,Average,White,Female,NA,Someone else,Divorced,2,58,13,Not applicable,16,Not applicable,$30000 to 34999,Yes
2372,Mountain,Protestant,Not applicable,Not applicable,0,Not hispanic,Black,Ballot b,28.7,Average,Black,Female,NA,Someone else,Divorced,6,59,12,12,12,Not applicable,$8 000 to 9 999,Yes
2373,Mountain,Protestant,Full-time,Not applicable,17550,Not hispanic,White,Ballot a,52,Average,White,Female,60,Someone else,Married,3,37,13,14,14,12,$40000 to 49999,Yes
2374,Mountain,Catholic,Not applicable,Heterosexual or straight,0,Puerto rican,White,Ballot b,60.1,Average,Black,Female,NA,Self-employed,Married,3,25,10,12,9,12,NA,No
2375,Mountain,None,Not applicable,Bisexual,0,Not hispanic,Black,Ballot c,37.6,Average,White,Female,NA,Someone else,Never married,1,30,13,12,NA,Not applicable,$30000 to 34999,Yes
2376,Mountain,Catholic,Full-time,Heterosexual or straight,31590,Not hispanic,Black,Ballot c,77.4,Below average,Black,Male,44,Someone else,Married,5,61,14,13,13,12,$90000 to $109999,Yes
2377,Mountain,Protestant,Full-time,Heterosexual or straight,15210,Not hispanic,White,Ballot b,37.6,Far below average,White,Female,NA,Someone else,Divorced,3,44,12,12,9,Not applicable,$30000 to 34999,Yes
2378,Mountain,Protestant,Part-time,Heterosexual or straight,6435,Not hispanic,Black,Ballot b,24.2,Below average,Black,Female,33,Someone else,Never married,1,36,14,15,15,Not applicable,$12500 to 14999,Yes
2381,Pacific,Catholic,NA,Not applicable,0,"Mexican, mexican american, chicano/a",White,Ballot c,20.1,Below average,White,Female,40,Someone else,Married,3,39,4,3,3,5,$30000 to 34999,No
2382,Pacific,Catholic,Full-time,Heterosexual or straight,7605,"Mexican, mexican american, chicano/a","Other, mixed",Ballot c,31.2,Far below average,Other,Male,10,Someone else,Divorced,3,46,15,0,14,Not applicable,$15000 to 17499,No
2384,Pacific,Protestant,Not applicable,Not applicable,0,"Mexican, mexican american, chicano/a","Other, mixed",Ballot a,-1,Far below average,White,Female,NA,Not applicable,Married,3,64,12,NA,NA,12,$30000 to 34999,No
2385,Pacific,Catholic,Full-time,Heterosexual or straight,12870,"Mexican, mexican american, chicano/a","Other, mixed",Ballot c,14,Below average,White,Male,65,Someone else,Married,2,49,1,3,0,9,$60000 to 74999,No
2386,Pacific,Catholic,Part-time,Not applicable,5265,"Mexican, mexican american, chicano/a","Other, mixed",Ballot a,14,Far below average,White,Female,55,Someone else,Married,2,42,6,0,NA,6,$35000 to 39999,No
2387,Pacific,Protestant,Not applicable,Heterosexual or straight,0,42,White,Ballot c,23,Average,Other,Male,NA,Someone else,Never married,0,53,11,11,8,Not applicable,Refused,No
2388,Pacific,Catholic,Full-time,Not applicable,21060,"Mexican, mexican american, chicano/a","Other, mixed",Ballot b,34.7,Below average,Other,Male,NA,Someone else,Never married,3,28,12,NA,NA,Not applicable,$40000 to 49999,No
2391,Pacific,Protestant,Full-time,Heterosexual or straight,31590,Not hispanic,White,Ballot c,57.5,Below average,White,Female,40,Someone else,Married,3,52,16,Not applicable,18,16,$130000 to $149999,Yes
2393,Pacific,Protestant,Full-time,Heterosexual or straight,25740,Not hispanic,White,Ballot b,60.3,Above average,White,Female,38,Someone else,Married,1,42,14,19,17,12,$110000 to $129999,Yes
2394,Pacific,None,Full-time,Not applicable,21060,"Mexican, mexican american, chicano/a",White,Ballot a,31.5,Far below average,Other,Male,47,Someone else,Married,1,33,9,0,0,16,$60000 to 74999,No
2395,Pacific,Other,Not applicable,Heterosexual or straight,0,Equadorian,White,Ballot c,50.4,Far below average,Other,Male,NA,Someone else,Separated,3,29,11,18,Not applicable,Not applicable,$20000 to 22499,No
2396,Pacific,None,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot b,37.6,Average,White,Female,NA,Someone else,Never married,0,39,13,20,NA,Not applicable,$12500 to 14999,Yes
2397,Pacific,Catholic,Full-time,Not applicable,8775,"Mexican, mexican american, chicano/a",White,Ballot a,18.6,Below average,Other,Male,48,Self-employed,Never married,3,37,12,Not applicable,0,Not applicable,$17500 to 19999,No
2398,Pacific,Catholic,Full-time,Heterosexual or straight,17550,Not hispanic,White,Ballot b,31.2,Below average,White,Male,40,Someone else,Married,NA,54,11,Not applicable,12,11,$35000 to 39999,Yes
2402,Pacific,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,23.3,Below average,White,Male,NA,Someone else,Never married,2,49,6,Not applicable,12,Not applicable,Under $1 000,Yes
2403,Pacific,Protestant,Not applicable,Not applicable,0,Not hispanic,Black,Ballot a,-1,Below average,Black,Female,NA,Not applicable,Married,5,64,15,3,0,16,$20000 to 22499,Yes
2404,Pacific,Catholic,Full-time,Heterosexual or straight,17550,"Mexican, mexican american, chicano/a",White,Ballot c,25.2,Far below average,Other,Male,25,Someone else,Married,4,34,16,9,Not applicable,12,$50000 to 59999,No
2405,Pacific,Catholic,Full-time,Not applicable,0,"Mexican, mexican american, chicano/a",White,Ballot b,14,Average,Other,Female,40,Someone else,Married,3,33,6,Not applicable,6,9,Refused,No
2406,Pacific,Protestant,Full-time,Not applicable,9945,"Mexican, mexican american, chicano/a",White,Ballot a,59.8,Far below average,White,Female,40,Someone else,Married,3,36,13,Not applicable,12,12,$30000 to 34999,No
2407,Pacific,None,Part-time,Heterosexual or straight,3042,"Mexican, mexican american, chicano/a","Other, mixed",Ballot c,21.6,Below average,White,Female,12,Someone else,Never married,4,30,11,NA,NA,Not applicable,$12500 to 14999,No
2410,Pacific,Catholic,Full-time,Not applicable,3042,"Mexican, mexican american, chicano/a","Other, mixed",Ballot a,14,Far below average,Other,Male,26,Someone else,Never married,2,33,8,Not applicable,0,Not applicable,$20000 to 22499,No
2411,Pacific,Protestant,Full-time,NA,0,Not hispanic,White,Ballot b,38.8,Far above average,White,Female,NA,Someone else,Divorced,NA,50,15,12,NA,Not applicable,$12500 to 14999,Yes
2413,Pacific,Catholic,Not applicable,Not applicable,0,"Mexican, mexican american, chicano/a",White,Ballot b,-1,Average,White,Female,NA,NA,Never married,2,31,12,NA,NA,Not applicable,NA,No
2414,Pacific,Catholic,Full-time,Heterosexual or straight,31590,Not hispanic,White,Ballot b,31.2,Above average,White,Male,60,Self-employed,Divorced,2,56,16,8,20,Not applicable,$75000 to $89999,Yes
2415,Pacific,Catholic,Full-time,Not applicable,25740,"Mexican, mexican american, chicano/a",White,Ballot a,51.5,Below average,White,Female,20,Self-employed,Divorced,1,29,16,2,12,Not applicable,$50000 to 59999,No
2417,Pacific,Catholic,Full-time,Not applicable,12870,"Mexican, mexican american, chicano/a","Other, mixed",Ballot a,46.5,Below average,Other,Female,40,Someone else,Never married,2,31,12,1,2,Not applicable,$25000 to 29999,No
2419,Pacific,None,Part-time,Heterosexual or straight,3042,Not hispanic,White,Ballot b,14,Above average,White,Female,35,Self-employed,Separated,4,59,20,11,19,Not applicable,$25000 to 29999,Yes
2420,Pacific,Protestant,Not applicable,Not applicable,0,Not hispanic,White,Ballot a,20.5,NA,White,Male,NA,Self-employed,Married,4,61,12,NA,12,12,$60000 to 74999,Yes
2421,Pacific,Jewish,Full-time,Not applicable,15210,Not hispanic,White,Ballot a,28.6,Average,White,Female,34,Someone else,Married,3,56,14,16,12,13,$75000 to $89999,Yes
2422,Pacific,None,Full-time,Heterosexual or straight,17550,Not hispanic,White,Ballot c,82.5,Average,White,Female,40,Someone else,Married,2,37,17,16,12,16,$130000 to $149999,Yes
2425,Pacific,Catholic,Full-time,Not applicable,0,Chilean,White,Ballot a,24.2,Average,White,Female,42,Someone else,Widowed,6,61,17,12,12,Not applicable,Refused,No
2426,Pacific,Protestant,Part-time,Heterosexual or straight,11115,Not hispanic,White,Ballot c,26.1,Average,White,Male,64,Someone else,Married,1,42,12,Not applicable,12,14,$75000 to $89999,Yes
2427,Pacific,Other,Full-time,Bisexual,12870,Not hispanic,White,Ballot c,63.7,Above average,White,Female,60,Someone else,Divorced,0,56,20,18,16,Not applicable,$25000 to 29999,Yes
2428,Pacific,None,Part-time,Bisexual,1638,Not hispanic,White,Ballot b,24.2,Below average,White,Female,NA,Someone else,Divorced,2,59,13,13,16,Not applicable,$3 000 to 3 999,Yes
2430,Pacific,None,Full-time,Heterosexual or straight,21060,Not hispanic,White,Ballot c,52,Average,White,Female,39,Someone else,Widowed,2,62,16,11,12,Not applicable,$40000 to 49999,Yes
2431,Pacific,Catholic,Full-time,Heterosexual or straight,17550,Not hispanic,White,Ballot b,71.7,Above average,White,Female,50,Someone else,Never married,0,27,20,18,18,Not applicable,$40000 to 49999,Yes
2433,Pacific,None,Part-time,NA,3510,"Mexican, mexican american, chicano/a",White,Ballot b,26.1,Average,White,Female,NA,Someone else,Married,2,38,14,12,8,12,$40000 to 49999,No
2434,Pacific,Protestant,Not applicable,Not applicable,11115,Not hispanic,White,Ballot a,84.2,Above average,White,Male,NA,Someone else,Married,0,63,16,12,14,16,$90000 to $109999,Yes
